ID_CLIENTE;SAFRA_REF;DATA_EMISSAO_DOCUMENTO;DATA_PAGAMENTO;DATA_VENCIMENTO;VALOR_A_PAGAR;TAXA
2900002014851776114;2019-08;2019-08-13;2019-09-09;2019-09-02;20464.16;4.99
6198047969028248384;2019-07;2019-07-23;2019-08-12;2019-08-12;16302.39;6.99
6198047969028248384;2019-07;2019-07-26;2019-08-14;2019-08-15;44136.49;6.99
6198047969028248384;2019-07;2019-07-31;2019-08-16;2019-08-16;34182.45;6.99
2455576782104041698;2019-07;2019-07-23;2019-08-08;2019-08-08;48341.8;8.99
2455576782104041698;2019-07;2019-07-25;2019-08-12;2019-08-12;30042.7;8.99
2455576782104041698;2019-08;2019-08-01;2019-08-19;2019-08-19;30252.9;8.99
2455576782104041698;2019-08;2019-08-08;2019-08-26;2019-08-26;47923.2;8.99
3713742318997880410;2019-07;2019-07-23;2019-08-12;2019-08-12;70959.95;5.99
3713742318997880410;2019-08;2019-08-12;2019-08-30;2019-08-30;23951.4;5.99
1192810733461560329;2019-07;2019-07-23;2019-08-21;2019-08-21;126964.5;8.99
1192810733461560329;2019-07;2019-07-24;2019-08-22;2019-08-22;72145.5;8.99
1192810733461560329;2019-07;2019-07-29;2019-08-27;2019-08-27;71962.3;8.99
1192810733461560329;2019-08;2019-08-11;2019-09-09;2019-09-09;39984.0;8.99
1192810733461560329;2019-08;2019-08-13;2019-09-11;2019-09-11;43547.0;8.99
7720744580848517371;2019-07;2019-07-23;2019-09-03;2019-08-19;5456.37;6.99
7720744580848517371;2019-07;2019-07-28;2019-08-22;2019-08-22;4678.67;6.99
7720744580848517371;2019-08;2019-08-03;2019-09-03;2019-08-28;666.49;6.99
7720744580848517371;2019-08;2019-08-11;2019-09-10;2019-09-05;4664.91;6.99
7720744580848517371;2019-08;2019-08-11;2019-09-10;2019-09-05;7642.63;6.99
4335865859049992260;2019-07;2019-07-23;2019-08-08;2019-08-08;12879.85;5.99
4335865859049992260;2019-07;2019-07-24;2019-08-09;2019-08-09;33928.3;5.99
4335865859049992260;2019-07;2019-07-30;2019-08-16;2019-08-16;55178.05;5.99
4335865859049992260;2019-08;2019-08-01;2019-08-19;2019-08-19;33604.5;5.99
7664272163315705419;2019-07;2019-07-23;2019-08-08;2019-08-08;77330.54;6.99
7664272163315705419;2019-07;2019-07-28;2019-08-14;2019-08-14;77462.84;6.99
7664272163315705419;2019-08;2019-08-16;2019-09-02;2019-09-02;46655.8;6.99
6122719618012473549;2019-07;2019-07-23;2019-08-09;2019-08-09;55328.6;5.99
6122719618012473549;2019-08;2019-08-04;2019-08-20;2019-08-20;23866.2;5.99
6122719618012473549;2019-08;2019-08-11;2019-08-27;2019-08-27;27208.45;5.99
3472934456083131714;2019-07;2019-07-23;2019-08-09;2019-08-09;42148.99;6.99
1141681690629134039;2019-07;2019-07-23;2019-08-19;2019-08-19;30131.0;6.99
2943087245123311166;2019-07;2019-07-23;2019-08-09;2019-08-08;16386.4;11.99
2943087245123311166;2019-07;2019-07-24;2019-08-12;2019-08-09;35982.05;11.99
2943087245123311166;2019-07;2019-07-25;2019-08-13;2019-08-12;39065.1;11.99
2943087245123311166;2019-07;2019-07-29;2019-08-16;2019-08-15;35684.0;11.99
2943087245123311166;2019-08;2019-08-05;2019-08-21;2019-08-21;36529.75;11.99
2943087245123311166;2019-08;2019-08-13;2019-08-30;2019-08-30;69165.45;11.99
2407532237672094312;2019-07;2019-07-23;2019-08-07;2019-08-07;16175.5;4.99
2407532237672094312;2019-07;2019-07-28;2019-08-12;2019-08-12;16125.5;4.99
2407532237672094312;2019-08;2019-08-08;2019-08-23;2019-08-23;33076.17;4.99
8213533889694327948;2019-07;2019-07-23;2019-08-13;2019-08-13;19994.86;6.99
8213533889694327948;2019-07;2019-07-28;2019-08-16;2019-08-16;19653.98;6.99
8213533889694327948;2019-08;2019-08-14;2019-09-03;2019-09-03;19671.88;6.99
8213533889694327948;2019-08;2019-08-15;2019-09-04;2019-09-04;20323.55;6.99
5198904647759787695;2019-07;2019-07-23;2019-09-06;2019-09-06;75952.5;4.99
5198904647759787695;2019-08;2019-08-08;2019-09-23;2019-09-23;76452.5;4.99
3137879241768961145;2019-07;2019-07-23;2019-08-09;2019-08-09;16571.95;6.99
3137879241768961145;2019-08;2019-08-01;2019-08-19;2019-08-19;15584.25;6.99
3137879241768961145;2019-08;2019-08-15;2019-09-02;2019-09-02;20157.2;6.99
180672270337706285;2019-07;2019-07-23;2019-08-22;2019-08-22;17789.14;11.99
180672270337706285;2019-07;2019-07-30;2019-09-02;2019-09-02;17192.67;11.99
5635781225931111684;2019-07;2019-07-23;2019-08-09;2019-08-09;59868.15;4.99
5635781225931111684;2019-07;2019-07-30;2019-08-16;2019-08-16;60928.25;4.99
5635781225931111684;2019-08;2019-08-08;2019-08-26;2019-08-26;72831.96;4.99
2606594191222500726;2019-07;2019-07-23;2019-09-12;2019-08-28;2192.33;11.99
2606594191222500726;2019-07;2019-07-29;2019-09-03;2019-09-03;3083.63;11.99
2606594191222500726;2019-08;2019-08-06;2019-09-11;2019-09-11;3881.99;11.99
2606594191222500726;2019-08;2019-08-09;2019-09-16;2019-09-16;2618.97;11.99
2606594191222500726;2019-08;2019-08-10;2019-09-16;2019-09-16;3991.82;11.99
7347715771145302549;2019-07;2019-07-23;2019-08-12;2019-08-12;18457.84;8.99
7347715771145302549;2019-08;2019-08-04;2019-08-23;2019-08-23;30156.24;8.99
7347715771145302549;2019-08;2019-08-14;2019-09-02;2019-09-02;12229.0;8.99
665854826624598350;2019-07;2019-07-23;2019-08-08;2019-08-21;128195.9;5.99
665854826624598350;2019-07;2019-07-28;2019-08-13;2019-08-26;124824.7;5.99
665854826624598350;2019-07;2019-07-31;2019-08-15;2019-08-29;124824.7;5.99
665854826624598350;2019-08;2019-08-11;2019-08-26;2019-09-09;131177.2;5.99
665854826624598350;2019-08;2019-08-12;2019-08-27;2019-09-10;127727.6;5.99
5758033363847724111;2019-07;2019-07-23;2019-08-08;2019-08-08;63356.5;6.99
5758033363847724111;2019-08;2019-08-02;2019-08-19;2019-08-19;57284.32;6.99
5758033363847724111;2019-08;2019-08-16;2019-09-02;2019-09-02;94867.64;6.99
2003221759676247813;2019-07;2019-07-23;2019-08-08;2019-08-08;35351.3;4.99
2003221759676247813;2019-07;2019-07-24;2019-08-09;2019-08-09;70502.6;4.99
2003221759676247813;2019-07;2019-07-25;2019-08-12;2019-08-12;35251.3;4.99
2003221759676247813;2019-08;2019-08-01;2019-08-16;2019-08-19;69856.4;4.99
2003221759676247813;2019-08;2019-08-05;2019-08-21;2019-08-21;14747.4;4.99
2003221759676247813;2019-08;2019-08-08;2019-08-26;2019-08-26;84181.85;4.99
2003221759676247813;2019-08;2019-08-15;2019-09-02;2019-09-02;70507.6;4.99
1253437108265925705;2019-07;2019-07-24;2019-08-09;2019-08-09;37233.9;5.99
1253437108265925705;2019-08;2019-08-07;2019-08-23;2019-08-23;31116.9;5.99
1253437108265925705;2019-08;2019-08-12;2019-08-28;2019-08-28;30994.3;5.99
1253437108265925705;2019-08;2019-08-12;2019-08-28;2019-08-28;20994.3;5.99
1253437108265925705;2019-08;2019-08-15;2019-09-02;2019-09-02;55197.9;5.99
7751080728852739823;2019-07;2019-07-24;2019-08-09;2019-08-09;82632.66;6.99
7751080728852739823;2019-07;2019-07-24;2019-08-09;2019-08-09;71764.83;6.99
7751080728852739823;2019-08;2019-08-05;2019-08-28;2019-09-05;1182.0;6.99
7751080728852739823;2019-08;2019-08-06;2019-08-22;2019-08-22;106551.45;6.99
7751080728852739823;2019-08;2019-08-09;2019-08-26;2019-08-26;100359.87;6.99
7751080728852739823;2019-08;2019-08-13;2019-08-29;2019-08-29;15550.25;6.99
7751080728852739823;2019-08;2019-08-14;2019-08-30;2019-08-30;51651.8;6.99
7751080728852739823;2019-08;2019-08-16;2019-09-02;2019-09-02;53999.63;6.99
1696462947583294958;2019-07;2019-07-24;2019-08-09;2019-08-09;43528.6;8.99
5503073374822479037;2019-07;2019-07-24;2019-08-09;2019-08-09;37172.75;5.99
5503073374822479037;2019-07;2019-07-28;2019-08-13;2019-08-13;54645.45;5.99
5503073374822479037;2019-08;2019-08-05;2019-08-21;2019-08-21;36898.2;5.99
2808145376905474927;2019-07;2019-07-24;2019-08-19;2019-08-08;998.65;4.99
2808145376905474927;2019-08;2019-08-05;2019-09-10;2019-09-05;1182.0;4.99
2808145376905474927;2019-08;2019-08-05;2019-09-30;2019-09-05;1114.0;4.99
2808145376905474927;2019-08;2019-08-05;2019-09-25;2019-09-05;114.0;4.99
2808145376905474927;2019-08;2019-08-15;2019-08-29;2019-08-30;37242.1;4.99
5854364934896993687;2019-07;2019-07-24;2019-08-16;2019-08-16;15238.7;5.99
5854364934896993687;2019-08;2019-08-14;2019-09-06;2019-09-06;11531.73;5.99
6368582840625614207;2019-07;2019-07-24;2019-08-14;2019-08-14;32566.06;11.99
6368582840625614207;2019-07;2019-07-26;2019-08-15;2019-08-15;32566.31;11.99
6368582840625614207;2019-08;2019-08-11;2019-09-02;2019-09-02;82302.67;11.99
8229446069655666941;2019-07;2019-07-24;2019-08-07;2019-08-08;11749.95;5.99
8229446069655666941;2019-07;2019-07-29;2020-01-22;2019-09-05;1244.67;5.99
2408009918678280470;2019-07;2019-07-24;2019-08-09;2019-08-09;16298.9;6.99
2408009918678280470;2019-07;2019-07-25;2019-08-12;2019-08-12;16699.0;6.99
2408009918678280470;2019-08;2019-08-02;2019-08-19;2019-08-19;16259.8;6.99
2408009918678280470;2019-08;2019-08-04;2019-08-20;2019-08-20;16624.2;6.99
2408009918678280470;2019-08;2019-08-06;2019-08-22;2019-08-22;16624.2;6.99
2408009918678280470;2019-08;2019-08-09;2019-08-26;2019-08-26;23470.32;6.99
2761181567313020223;2019-07;2019-07-24;2019-08-15;2019-08-16;18265.15;4.99
2761181567313020223;2019-07;2019-07-30;2019-08-21;2019-08-22;12188.7;4.99
2761181567313020223;2019-08;2019-08-01;2019-08-26;2019-08-26;17936.25;4.99
2761181567313020223;2019-08;2019-08-07;2019-08-30;2019-08-30;18396.35;4.99
2761181567313020223;2019-08;2019-08-15;2019-09-09;2019-09-09;18510.55;4.99
1507697130807703164;2019-07;2019-07-24;2019-08-09;2019-08-09;85797.0;8.99
1507697130807703164;2019-07;2019-07-25;2019-08-12;2019-08-12;87882.0;8.99
1507697130807703164;2019-07;2019-07-30;2019-08-15;2019-08-16;87882.0;8.99
1507697130807703164;2019-08;2019-08-01;2019-08-19;2019-08-19;87882.0;8.99
1507697130807703164;2019-08;2019-08-12;2019-08-28;2019-08-28;85461.0;8.99
1507697130807703164;2019-08;2019-08-14;2019-08-30;2019-08-30;85461.0;8.99
3279417303675586812;2019-07;2019-07-24;2019-09-10;2019-09-10;47643.0;5.99
3279417303675586812;2019-08;2019-08-11;2019-09-10;2019-09-10;47643.0;5.99
8400764778654490278;2019-07;2019-07-24;2019-08-13;2019-08-13;31792.3;5.99
8400764778654490278;2019-07;2019-07-27;2019-08-19;2019-08-19;83079.39;5.99
8400764778654490278;2019-08;2019-08-05;2019-09-05;2019-09-05;1182.0;5.99
8400764778654490278;2019-08;2019-08-06;2019-08-26;2019-08-26;31840.01;5.99
2347028805684088098;2019-07;2019-07-24;2019-08-09;2019-08-09;15149.95;6.99
2347028805684088098;2019-07;2019-07-25;2019-08-12;2019-08-12;34899.9;6.99
2347028805684088098;2019-07;2019-07-26;2019-08-13;2019-08-13;70605.79;6.99
2347028805684088098;2019-07;2019-07-29;2019-08-16;2019-08-16;65191.92;6.99
2347028805684088098;2019-07;2019-07-31;2019-08-19;2019-08-19;50629.64;6.99
2347028805684088098;2019-08;2019-08-01;2019-08-19;2019-08-19;34929.3;6.99
2347028805684088098;2019-08;2019-08-05;2019-09-04;2019-09-05;1063.8;6.99
6545052034269841737;2019-07;2019-07-24;2019-08-09;2019-08-09;39127.8;6.99
6545052034269841737;2019-07;2019-07-26;2019-08-12;2019-08-12;39007.8;6.99
6545052034269841737;2019-07;2019-07-30;2019-08-15;2019-08-15;19747.75;6.99
6545052034269841737;2019-08;2019-08-05;2019-09-10;2019-09-05;1182.0;6.99
6545052034269841737;2019-08;2019-08-11;2019-08-27;2019-08-27;38599.68;6.99
6545052034269841737;2019-08;2019-08-12;2019-08-28;2019-08-28;19281.45;6.99
8889055492416898333;2019-07;2019-07-24;2019-08-19;2019-08-16;154241.39;6.99
8889055492416898333;2019-08;2019-08-04;2019-08-26;2019-08-26;97261.03;6.99
8889055492416898333;2019-08;2019-08-11;2019-09-02;2019-09-02;75851.62;6.99
8889055492416898333;2019-08;2019-08-15;2019-09-02;2019-09-02;16650.97;6.99
8715120689636420963;2019-07;2019-07-24;2019-08-09;2019-08-09;91193.75;4.99
8715120689636420963;2019-08;2019-08-12;2019-08-28;2019-08-28;86640.95;4.99
4635578010631860111;2019-07;2019-07-24;2019-08-12;2019-08-12;38098.06;4.99
4635578010631860111;2019-07;2019-07-26;2019-08-13;2019-08-13;33047.26;4.99
4635578010631860111;2019-08;2019-08-05;2019-09-06;2019-09-05;1182.0;4.99
6204723742351094322;2019-07;2019-07-24;2019-08-12;2019-08-12;81704.4;6.99
6204723742351094322;2019-07;2019-07-31;2019-08-16;2019-08-16;87185.05;6.99
5029701292539093910;2019-07;2019-07-24;2019-08-12;2019-08-12;39320.0;8.99
5029701292539093910;2019-07;2019-07-29;2019-08-14;2019-08-14;39200.0;8.99
5029701292539093910;2019-08;2019-08-08;2019-08-26;2019-08-26;77976.0;8.99
86110062990790869;2019-07;2019-07-24;2019-08-09;2019-08-09;15502.25;4.99
86110062990790869;2019-08;2019-08-07;2019-08-23;2019-08-23;15886.4;4.99
86110062990790869;2019-08;2019-08-14;2019-08-30;2019-08-30;15886.4;4.99
6411753448421231450;2019-07;2019-07-24;2019-08-29;2019-08-29;30027.0;4.99
1533755281771668509;2019-07;2019-07-24;2019-08-12;2019-08-12;49834.5;5.99
2346482557594782345;2019-07;2019-07-24;2019-08-09;2019-08-09;22145.4;6.99
2346482557594782345;2019-08;2019-08-04;2019-08-20;2019-08-20;11072.45;6.99
2346482557594782345;2019-08;2019-08-07;2019-08-23;2019-08-23;29667.55;6.99
2346482557594782345;2019-08;2019-08-08;2019-08-26;2019-08-26;63146.55;6.99
2346482557594782345;2019-08;2019-08-15;2019-09-02;2019-09-02;29842.45;6.99
2346482557594782345;2019-08;2019-08-15;2019-09-02;2019-09-02;35436.39;6.99
2346482557594782345;2019-08;2019-08-16;2019-09-02;2019-09-02;22334.9;6.99
2619109825960703851;2019-07;2019-07-24;2019-08-13;2019-08-13;15644.0;8.99
2619109825960703851;2019-07;2019-07-26;2019-08-15;2019-08-15;15644.0;8.99
2619109825960703851;2019-07;2019-07-26;2019-08-19;2019-08-19;122016.0;8.99
2619109825960703851;2019-07;2019-07-28;2019-08-19;2019-08-19;122016.0;8.99
2619109825960703851;2019-07;2019-07-30;2019-08-19;2019-08-19;15644.0;8.99
2619109825960703851;2019-07;2019-07-30;2019-08-21;2019-08-21;122016.0;8.99
2619109825960703851;2019-07;2019-07-31;2019-08-22;2019-08-22;122016.0;8.99
2619109825960703851;2019-08;2019-08-02;2019-08-22;2019-08-22;15644.0;8.99
2619109825960703851;2019-08;2019-08-05;2019-08-27;2019-08-27;121847.9;8.99
2619109825960703851;2019-08;2019-08-05;2019-08-26;2019-08-26;15644.0;8.99
2619109825960703851;2019-08;2019-08-11;2019-09-02;2019-09-02;121847.9;8.99
2619109825960703851;2019-08;2019-08-14;2019-09-05;2019-09-05;121847.9;8.99
5591489215787777256;2019-07;2019-07-24;2019-08-09;2019-08-09;78225.67;6.99
5591489215787777256;2019-07;2019-07-30;2019-08-15;2019-08-15;109419.83;6.99
5591489215787777256;2019-07;2019-07-31;2019-08-16;2019-08-16;62341.63;6.99
5591489215787777256;2019-08;2019-08-02;2019-08-19;2019-08-19;99517.6;6.99
683445437387317282;2019-07;2019-07-24;2019-08-12;2019-08-12;12512.0;5.99
683445437387317282;2019-07;2019-07-30;2019-08-19;2019-08-19;24658.0;5.99
683445437387317282;2019-08;2019-08-04;2019-08-22;2019-08-22;16254.52;5.99
683445437387317282;2019-08;2019-08-05;2019-08-23;2019-08-23;20796.76;5.99
683445437387317282;2019-08;2019-08-09;2019-08-27;2019-08-27;12713.29;5.99
683445437387317282;2019-08;2019-08-11;2019-08-29;2019-08-29;15926.43;5.99
3248432590399829766;2019-07;2019-07-25;2019-08-12;2019-08-12;;6.99
3248432590399829766;2019-07;2019-07-30;2019-08-19;2019-08-19;31105.89;6.99
3248432590399829766;2019-07;2019-07-31;2019-08-19;2019-08-19;99702.1;6.99
3248432590399829766;2019-08;2019-08-04;2019-08-22;2019-08-22;30596.06;6.99
3248432590399829766;2019-08;2019-08-16;2019-09-03;2019-09-03;49551.35;6.99
7665801401860589626;2019-07;2019-07-25;2019-08-12;2019-08-12;75963.4;6.99
7665801401860589626;2019-08;2019-08-04;2019-08-20;2019-08-20;76918.1;6.99
7665801401860589626;2019-08;2019-08-07;2019-08-23;2019-08-23;49761.6;6.99
984915269987074754;2019-07;2019-07-25;2019-08-12;2019-08-12;23170.3;5.99
984915269987074754;2019-07;2019-07-28;2019-08-13;2019-08-13;23170.3;5.99
984915269987074754;2019-08;2019-08-06;2019-08-22;2019-08-22;30209.45;5.99
984915269987074754;2019-08;2019-08-09;2019-08-26;2019-08-26;30209.45;5.99
984915269987074754;2019-08;2019-08-13;2019-08-29;2019-08-29;46239.2;5.99
835441927760881602;2019-07;2019-07-25;2019-08-26;2019-08-26;17769.0;6.99
835441927760881602;2019-08;2019-08-05;2019-09-04;2019-09-04;17769.0;6.99
835441927760881602;2019-08;2019-08-12;2019-09-11;2019-09-11;17769.0;6.99
835441927760881602;2019-08;2019-08-13;2019-09-12;2019-09-12;17769.0;6.99
1423952977138155129;2019-07;2019-07-25;2019-08-12;2019-08-12;45736.5;5.99
1423952977138155129;2019-07;2019-07-26;2019-08-12;2019-08-12;30491.0;5.99
1423952977138155129;2019-08;2019-08-09;2019-08-26;2019-08-26;45676.5;5.99
3204108603682323936;2019-07;2019-07-25;2019-08-12;2019-08-12;34480.0;4.99
3204108603682323936;2019-08;2019-08-12;2019-08-28;2019-08-28;47895.0;4.99
93982185886107798;2019-07;2019-07-25;2019-08-12;2019-08-12;37388.35;5.99
7503582542949284252;2019-07;2019-07-25;2019-08-12;2019-08-12;90016.9;5.99
7503582542949284252;2019-08;2019-08-12;2019-08-29;2019-08-29;123808.1;5.99
2549266739079962864;2019-07;2019-07-25;2019-08-15;2019-08-19;8657.65;8.99
5856610998569876318;2019-07;2019-07-25;2019-08-14;2019-08-14;66368.15;8.99
5856610998569876318;2019-07;2019-07-28;2019-08-16;2019-08-16;78965.7;8.99
5358243820364010940;2019-07;2019-07-25;2019-08-12;2019-08-12;35554.5;4.99
5358243820364010940;2019-08;2019-08-14;2019-08-30;2019-08-30;29601.9;4.99
4749976982519957792;2019-07;2019-07-25;2019-08-23;2019-08-29;45742.5;4.99
4749976982519957792;2019-07;2019-07-29;2019-09-20;2019-09-05;396.54;4.99
4749976982519957792;2019-08;2019-08-15;2019-09-13;2019-09-19;75325.0;4.99
8255085612985072878;2019-07;2019-07-25;2019-08-12;2019-08-12;176922.0;8.99
8662923640484889291;2019-07;2019-07-25;2019-08-12;2019-08-12;;5.99
8662923640484889291;2019-08;2019-08-16;2019-09-02;2019-09-02;19789.9;5.99
4724876423989598202;2019-07;2019-07-25;2019-08-12;2019-08-12;21261.55;4.99
4724876423989598202;2019-07;2019-07-28;2019-08-16;2019-08-16;20760.27;4.99
4724876423989598202;2019-08;2019-08-04;2019-08-26;2019-08-26;49579.69;4.99
4724876423989598202;2019-08;2019-08-05;2019-08-27;2019-08-27;;4.99
4724876423989598202;2019-08;2019-08-05;2019-09-05;2019-09-05;1341.0;4.99
4724876423989598202;2019-08;2019-08-09;2019-09-02;2019-09-02;49579.29;4.99
9127318190908282126;2019-07;2019-07-25;2019-08-12;2019-08-12;30874.35;5.99
9127318190908282126;2019-08;2019-08-11;2019-08-27;2019-08-27;30743.5;5.99
6349142675790687765;2019-07;2019-07-25;2019-08-13;2019-08-12;51838.2;6.99
1963239178085807816;2019-07;2019-07-25;2019-08-12;2019-08-12;77327.6;5.99
2033394215069562776;2019-07;2019-07-25;2019-08-12;2019-08-12;40350.0;4.99
2033394215069562776;2019-08;2019-08-04;2019-08-21;2019-08-20;19634.0;4.99
2033394215069562776;2019-08;2019-08-06;2019-08-26;2019-08-26;39568.0;4.99
2033394215069562776;2019-08;2019-08-11;2019-08-27;2019-08-27;19534.0;4.99
5487870288449327165;2019-07;2019-07-25;2019-08-12;2019-08-12;78126.55;5.99
5058298901476893676;2019-07;2019-07-25;2019-08-16;2019-08-16;21089.14;6.99
5371387005775513675;2019-07;2019-07-25;2019-08-12;2019-08-12;25601.6;5.99
5371387005775513675;2019-08;2019-08-01;2019-08-19;2019-08-19;;5.99
5371387005775513675;2019-08;2019-08-05;2019-09-06;2019-09-05;1182.0;5.99
5371387005775513675;2019-08;2019-08-09;2019-08-26;2019-08-26;15561.45;5.99
5371387005775513675;2019-08;2019-08-15;2019-09-02;2019-09-02;12807.5;5.99
5371387005775513675;2019-08;2019-08-16;2019-09-02;2019-09-02;16043.35;5.99
652740132671309295;2019-07;2019-07-25;2019-08-14;2019-08-14;12194.53;6.99
652740132671309295;2019-07;2019-07-30;2019-08-19;2019-08-19;8330.49;6.99
652740132671309295;2019-08;2019-08-08;2019-09-04;2019-09-04;9229.18;6.99
652740132671309295;2019-08;2019-08-08;2019-08-28;2019-08-28;8027.93;6.99
652740132671309295;2019-08;2019-08-12;2019-09-09;2019-09-09;9229.18;6.99
652740132671309295;2019-08;2019-08-15;2019-09-04;2019-09-04;12508.8;6.99
7895753719321668294;2019-07;2019-07-25;2019-08-12;2019-08-12;94805.2;5.99
7895753719321668294;2019-07;2019-07-30;2019-08-16;2019-08-15;47308.1;5.99
7895753719321668294;2019-08;2019-08-01;2019-08-19;2019-08-19;90711.18;5.99
7895753719321668294;2019-08;2019-08-11;2019-08-27;2019-08-27;;5.99
2773493808492482979;2019-07;2019-07-25;2019-08-15;2019-08-15;49020.25;6.99
4993499380140734678;2019-07;2019-07-26;2019-08-12;2019-08-12;82223.69;11.99
4993499380140734678;2019-07;2019-07-28;2019-08-13;2019-08-13;42028.9;11.99
4993499380140734678;2019-08;2019-08-01;2019-08-19;2019-08-19;55600.25;11.99
4993499380140734678;2019-08;2019-08-05;2019-08-21;2019-08-21;17361.55;11.99
4993499380140734678;2019-08;2019-08-05;2019-09-05;2019-09-05;827.4;11.99
4993499380140734678;2019-08;2019-08-05;2019-08-20;2019-08-21;34166.55;11.99
4993499380140734678;2019-08;2019-08-15;2019-09-02;2019-09-02;60897.45;11.99
1368430815953333691;2019-07;2019-07-26;2019-08-26;2019-08-26;15365.5;8.99
7870373680211625064;2019-07;2019-07-26;2019-08-19;2019-08-19;39283.28;5.99
7870373680211625064;2019-08;2019-08-01;2019-08-23;2019-08-23;35923.14;5.99
6098833389547425063;2019-07;2019-07-26;2019-08-13;2019-08-13;116034.45;4.99
66220087398241662;2019-07;2019-07-26;2019-08-20;2019-08-20;46201.5;5.99
66220087398241662;2019-08;2019-08-11;2019-09-05;2019-09-05;30801.0;5.99
66220087398241662;2019-08;2019-08-15;2019-09-09;2019-09-09;46426.5;5.99
6284433051333854194;2019-07;2019-07-26;2019-08-14;2019-08-14;92204.9;5.99
6284433051333854194;2019-08;2019-08-12;2019-08-29;2019-08-29;64731.85;5.99
7215093571368368138;2019-07;2019-07-26;2019-08-19;2019-08-15;63554.05;11.99
7215093571368368138;2019-07;2019-07-30;2019-08-19;2019-08-19;13766.05;11.99
7215093571368368138;2019-08;2019-08-10;2019-08-30;2019-08-30;20851.88;11.99
7215093571368368138;2019-08;2019-08-16;2019-09-09;2019-09-04;42248.22;11.99
2499050168966442376;2019-07;2019-07-26;2019-09-10;2019-09-10;32885.0;4.99
8503092146854371576;2019-07;2019-07-26;2019-08-12;2019-08-12;16100.95;6.99
8503092146854371576;2019-08;2019-08-04;2019-08-20;2019-08-20;34715.05;6.99
8503092146854371576;2019-08;2019-08-05;2019-09-05;2019-09-05;1182.0;6.99
8503092146854371576;2019-08;2019-08-08;2019-08-26;2019-08-26;35464.25;6.99
8080988579391900405;2019-07;2019-07-26;2019-08-19;2019-08-19;39994.83;5.99
8080988579391900405;2019-08;2019-08-16;2019-09-09;2019-09-09;40039.5;5.99
8897340779547593728;2019-07;2019-07-26;2019-08-12;2019-08-12;15885.0;6.99
8897340779547593728;2019-07;2019-07-29;2019-08-14;2019-08-14;15885.0;6.99
8897340779547593728;2019-08;2019-08-01;2019-08-19;2019-08-19;15864.5;6.99
8897340779547593728;2019-08;2019-08-11;2019-08-27;2019-08-27;15685.0;6.99
1661240395903230676;2019-07;2019-07-26;2019-08-15;2019-08-15;20081.93;11.99
1661240395903230676;2019-08;2019-08-02;2019-08-22;2019-08-22;19705.68;11.99
1661240395903230676;2019-08;2019-08-04;2019-08-27;2019-08-26;20358.46;11.99
4831988987853936627;2019-07;2019-07-26;2019-08-12;2019-08-12;51837.43;5.99
2785178201607654410;2019-07;2019-07-26;2019-08-12;2019-08-12;44324.55;5.99
2785178201607654410;2019-08;2019-08-01;2019-08-19;2019-08-19;44473.15;5.99
2785178201607654410;2019-08;2019-08-09;2019-08-27;2019-08-27;24828.3;5.99
187117706370645370;2019-07;2019-07-26;2019-08-13;2019-08-13;15692.51;5.99
187117706370645370;2019-07;2019-07-31;2019-08-22;2019-08-22;60316.61;5.99
187117706370645370;2019-08;2019-08-04;2019-08-26;2019-08-26;51805.4;5.99
187117706370645370;2019-08;2019-08-05;2020-01-10;2019-09-05;595.8;5.99
187117706370645370;2019-08;2019-08-05;2020-01-10;2019-09-05;325.8;5.99
187117706370645370;2019-08;2019-08-05;2020-01-10;2019-10-07;225.8;5.99
187117706370645370;2019-08;2019-08-05;2019-12-30;2019-12-05;945.6;5.99
5434353421615275749;2019-07;2019-07-27;2019-08-16;2019-08-16;139786.11;5.99
5434353421615275749;2019-07;2019-07-28;2019-08-16;2019-08-16;135132.97;5.99
5434353421615275749;2019-08;2019-08-02;2019-08-21;2019-08-21;138440.82;5.99
5434353421615275749;2019-08;2019-08-06;2019-08-26;2019-08-26;132736.58;5.99
5434353421615275749;2019-08;2019-08-09;2019-08-28;2019-08-28;139216.32;5.99
1357573192598249600;2019-07;2019-07-28;2019-08-13;2019-08-13;60609.6;8.99
1357573192598249600;2019-07;2019-07-29;2019-08-14;2019-08-14;57633.35;8.99
1357573192598249600;2019-08;2019-08-08;2019-08-26;2019-08-26;48795.95;8.99
5974858472822751652;2019-07;2019-07-28;2019-08-13;2019-08-13;41411.94;6.99
5974858472822751652;2019-08;2019-08-05;2019-08-21;2019-08-21;41569.3;6.99
5974858472822751652;2019-08;2019-08-14;2019-08-30;2019-08-30;57874.8;6.99
8083157716178259762;2019-07;2019-07-28;2019-08-19;2019-08-19;12376.58;6.99
8083157716178259762;2019-07;2019-07-30;2019-08-21;2019-08-21;;6.99
7289435138601868544;2019-07;2019-07-28;2019-08-13;2019-08-13;45670.94;4.99
7289435138601868544;2019-07;2019-07-29;2019-08-14;2019-08-14;65335.45;4.99
7289435138601868544;2019-08;2019-08-04;2019-08-20;2019-08-20;45808.85;4.99
7289435138601868544;2019-08;2019-08-08;2019-08-26;2019-08-26;45808.45;4.99
7289435138601868544;2019-08;2019-08-14;2019-08-30;2019-08-30;45593.65;4.99
7289435138601868544;2019-08;2019-08-15;2019-09-02;2019-09-02;33722.25;4.99
3660744270380078352;2019-07;2019-07-28;2019-08-19;2019-08-19;33626.8;5.99
